https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,vwap,Volume LINK,Volume EUR,tradecount
1592956800,2020-06-24 00:00:00,LINK/EUR,4.24742,4.37272,3.99178,4.18861,4.16376,281235.96211693,1177987.763282594,1942
1592870400,2020-06-23 00:00:00,LINK/EUR,3.97613,4.38000,3.94706,4.25274,4.20958,330133.07123814,1403970.1173772875,2517
1592784000,2020-06-22 00:00:00,LINK/EUR,3.73514,3.97276,3.73514,3.96928,3.87314,164312.54719998,652202.5073499366,1056
1592697600,2020-06-21 00:00:00,LINK/EUR,3.74274,3.75178,3.70000,3.73852,3.73121,22554.25676326,84319.53999458277,217
1592611200,2020-06-20 00:00:00,LINK/EUR,3.66164,3.76363,3.63956,3.73348,3.71874,63542.16187671,237233.39052345927,458
1592524800,2020-06-19 00:00:00,LINK/EUR,3.69955,3.71435,3.62404,3.65321,3.67272,45494.37076234,166200.4902126881,341
1592438400,2020-06-18 00:00:00,LINK/EUR,3.70953,3.77232,3.66048,3.70000,3.71167,151948.87848781,562210.850404897,655
1592352000,2020-06-17 00:00:00,LINK/EUR,3.58521,3.73000,3.52129,3.71000,3.61679,91448.20881917,339272.8547191207,639
1592265600,2020-06-16 00:00:00,LINK/EUR,3.45564,3.62000,3.44392,3.59357,3.57906,88780.38978358,319038.5453145796,509
1592179200,2020-06-15 00:00:00,LINK/EUR,3.49923,3.52998,3.24044,3.46014,3.35609,269160.76142156,931333.9170251967,1436
1592092800,2020-06-14 00:00:00,LINK/EUR,3.65285,3.65285,3.48206,3.49941,3.54976,42506.72703746,148748.4656621579,301
1592006400,2020-06-13 00:00:00,LINK/EUR,3.63232,3.64722,3.57458,3.63672,3.61436,13124.71736053,47730.92211938666,145
