https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,vwap,Volume ADA,Volume EUR,tradecount
1593993600,2020-07-06 00:00:00,ADA/EUR,0.087479,0.093963,0.086501,0.093284,0.089061,21482983.13367337,2004018.5986415867,3417
1593907200,2020-07-05 00:00:00,ADA/EUR,0.089080,0.089081,0.083919,0.087407,0.085491,15217924.18494341,1330153.0992333486,2211
1593820800,2020-07-04 00:00:00,ADA/EUR,0.085960,0.089977,0.085639,0.089080,0.088022,9023644.64796074,803826.2652403427,1788
1593734400,2020-07-03 00:00:00,ADA/EUR,0.082793,0.091000,0.082426,0.085969,0.086775,26351774.60206503,2265435.7107649287,4212
1593648000,2020-07-02 00:00:00,ADA/EUR,0.086229,0.086229,0.078200,0.083371,0.082486,30451676.94667637,2538786.758721356,4481
1593561600,2020-07-01 00:00:00,ADA/EUR,0.074324,0.086229,0.073873,0.086229,0.079985,29387008.78626433,2534012.380630787,4731
1593475200,2020-06-30 00:00:00,ADA/EUR,0.074637,0.075335,0.072980,0.074437,0.074350,9039252.75598272,672854.8573970858,1557
1593388800,2020-06-29 00:00:00,ADA/EUR,0.071518,0.075000,0.071518,0.074593,0.073575,9922884.57465633,740177.7290773396,1545
1593302400,2020-06-28 00:00:00,ADA/EUR,0.069154,0.072323,0.068001,0.071295,0.070902,8812211.20487682,628266.5978516928,1322
1593216000,2020-06-27 00:00:00,ADA/EUR,0.071801,0.072236,0.065890,0.069154,0.069121,12728575.44796133,880231.9065283177,1626
1593129600,2020-06-26 00:00:00,ADA/EUR,0.072730,0.072845,0.070589,0.071727,0.071632,7342424.48969894,526650.0813726359,1011
1593043200,2020-06-25 00:00:00,ADA/EUR,0.073486,0.074000,0.070153,0.072843,0.072532,7598008.24453303,553461.7145565195,1223
1592956800,2020-06-24 00:00:00,ADA/EUR,0.073181,0.077000,0.071147,0.073390,0.073760,13964351.59860698,1024843.7638217661,2394
1592870400,2020-06-23 00:00:00,ADA/EUR,0.074077,0.074840,0.072283,0.073191,0.073419,8334050.28867278,609977.4746782494,1500
1592784000,2020-06-22 00:00:00,ADA/EUR,0.070126,0.074391,0.070029,0.074391,0.072914,10855976.57976115,807586.9537450117,1297
1592697600,2020-06-21 00:00:00,ADA/EUR,0.071108,0.072237,0.069888,0.070108,0.071308,4402470.36023638,308648.39201545215,805
1592611200,2020-06-20 00:00:00,ADA/EUR,0.071531,0.071725,0.068774,0.071100,0.070276,4894451.33097745,347995.48963249667,951
1592524800,2020-06-19 00:00:00,ADA/EUR,0.072897,0.073044,0.070020,0.071570,0.071435,6863188.32393037,491198.38834369654,1278
1592438400,2020-06-18 00:00:00,ADA/EUR,0.074288,0.075000,0.071458,0.073213,0.073094,10892397.61216059,797465.1063791133,1666
1592352000,2020-06-17 00:00:00,ADA/EUR,0.070234,0.074513,0.068735,0.074156,0.072011,17346344.60827232,1286335.5307710422,2646
1592265600,2020-06-16 00:00:00,ADA/EUR,0.069112,0.070405,0.068022,0.070146,0.069342,12585830.74799291,882845.6836487107,1648
1592179200,2020-06-15 00:00:00,ADA/EUR,0.067893,0.070696,0.061580,0.069585,0.065310,29435994.75912941,2048303.6953140197,4050
1592092800,2020-06-14 00:00:00,ADA/EUR,0.070292,0.070344,0.067300,0.067829,0.068543,6776139.66272713,459618.77718311845,1046
